name,ok,hung,hung_phase,skew,arm,budget_gib,util,gpu_kv_gib,gpu_kv_tokens,gpu_kv_frac_of_ws,sessions_resident,ttft_p50_ms,ttft_p90_ms,ttft_p95_ms,ttft_p99_ms,ttft_mean_ms,itl_p50_ms,e2e_p50_ms,output_tok_per_s,req_per_s,duration_s,n_ok,n_failed,gpu_hit_rate,dram_hit_rate,prefix_queries,prefix_hits,external_queries,external_hits,preemptions,kv_load_gib,kv_load_gib_derived,kv_load_gbps_derived,kv_store_gib,kv_load_s,kv_store_s,kv_load_gbps,kv_store_gbps,gpu_mem_used_gib
zipf_b24_offload,True,False,,zipf,offload,24.0,0.7655,7.77,63648,0.3237,10.36,59.07,156.54,309.27,592.82,105.75,13.25,1854.13,254.76,1.99,150.73,300,0,0.6261,0.3256,1881600.0,1178128.0,1881600.0,612720.0,0.0,0.0,74.795,0.533,0.0,0,0,,,25.215
zipf_b24_nooffload,True,False,,zipf,nooffload,24.0,0.7655,7.77,63648,0.3237,10.36,437.81,1043.58,1182.99,1393.91,452.48,14.3,3212.4,254.73,1.99,150.75,300,0,0.6275,,1887872.0,1184592.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0,0,,,25.195
