name,scenario,wl,ok,comparable,hung,hung_side,hung_phase,qwen_sessions,qwen_ws_gib,qwen_kv_grant_gib,big_decode_kv_gib,big_prefill_kv_gib,big_ttft_p50_ms,big_ttft_p90_ms,big_ttft_p95_ms,big_ttft_p99_ms,big_ttft_mean_ms,big_itl_p50_ms,big_tpot_p50_ms,big_tpot_p95_ms,big_e2e_p50_ms,big_tok_per_s,big_n_ok,big_n_failed,big_duration_s,qwen_ttft_p50_ms,qwen_ttft_p90_ms,qwen_ttft_p95_ms,qwen_ttft_p99_ms,qwen_ttft_mean_ms,qwen_itl_p50_ms,qwen_tpot_p50_ms,qwen_tpot_p95_ms,qwen_e2e_p50_ms,qwen_tok_per_s,qwen_n_ok,qwen_n_failed,qwen_duration_s,big_preemptions,qwen_preemptions,big_prefill_hit_rate,qwen_prefix_hit_rate,big_decode_gen_tok_s,qwen_gen_tok_s,qwen_populate_ok,qwen_populate_probe_s,big_kv_markers,qwen_kv_markers,gpu0_sm_active_mean,gpu0_sm_occupancy_mean,gpu0_dram_active_mean,gpu0_fb_used_max_gib,gpu1_sm_active_mean,gpu1_sm_occupancy_mean,gpu1_dram_active_mean,gpu1_fb_used_max_gib,swap_in_pages,swap_out_pages,max_inflight,qwen_max_inflight
infc_solo_fits_smoke,solo,fits,True,True,False,,,8,0.562,1.04,,,,,,,,,,,,,,,,,,,,,1.47,1.51,1.67,198.9,334.75,30,0,11.47,0.0,0.0,,0.9974,,334.8,True,0.09,{},{},0.0,0.0,0.0,0.16,0.1721,0.0146,0.116,3.23,6,0,999,999
