name,setup,ok,hung,hung_phase,kv_transfer_ok,skew,arm,budget_gib,util,gpu_kv_gib,gpu_kv_tokens,prefill_kv_gib,gpu_kv_frac_of_ws,sessions_resident,ttft_p50_ms,ttft_p90_ms,ttft_p95_ms,ttft_p99_ms,ttft_mean_ms,itl_p50_ms,tpot_p50_ms,tpot_p95_ms,tpot_mean_ms,e2e_p50_ms,output_tok_per_s,req_per_s,duration_s,n_ok,n_failed,preemptions,prefill_prompt_tok_s,prefill_hit_rate,decode_gen_tok_s,max_inflight,ft,ft_steps_measure,ft_step_ms_p50,ft_tok_per_s,ft_peak_gib,prefill_sm_active_mean,prefill_sm_occupancy_mean,prefill_dram_active_mean,prefill_fb_used_max_gib,decode_sm_active_mean,decode_sm_occupancy_mean,decode_dram_active_mean,decode_fb_used_max_gib,kv_markers
coloc_lmcache_zipf_b26_g2kgatet,coloc_lmcache_ft,True,False,,True,zipf,disagg,26.0,0.8293,9.77,80064,6.66,0.4071,13.03,132.73,518.26,582.51,948.71,207.76,19.77,40.98,52.5,40.21,5363.92,253.14,1.979,151.59,300,0,0.0,12412.4,0.6032,253.3,999,True,3008,36.6,30311,1.52,0.0337,0.0028,0.018,24.9,0.5742,0.0791,0.4398,29.42,{}
