name,setup,ok,hung,hung_phase,kv_transfer_ok,skew,arm,budget_gib,util,gpu_kv_gib,gpu_kv_tokens,prefill_kv_gib,gpu_kv_frac_of_ws,sessions_resident,ttft_p50_ms,ttft_p90_ms,ttft_p95_ms,ttft_p99_ms,ttft_mean_ms,itl_p50_ms,tpot_p50_ms,tpot_p95_ms,tpot_mean_ms,e2e_p50_ms,output_tok_per_s,req_per_s,duration_s,n_ok,n_failed,preemptions,prefill_prompt_tok_s,prefill_hit_rate,decode_gen_tok_s,max_inflight,ft,ft_steps_measure,ft_step_ms_p50,ft_tok_per_s,ft_peak_gib,prefill_sm_active_mean,prefill_sm_occupancy_mean,prefill_dram_active_mean,prefill_fb_used_max_gib,decode_sm_active_mean,decode_sm_occupancy_mean,decode_dram_active_mean,decode_fb_used_max_gib,kv_markers
coloc_lmcache_zipf_b26_g2kgate,coloc_lmcache_ft,True,False,,True,zipf,disagg,26.0,0.8293,9.77,80064,6.66,0.4071,13.03,107.66,511.69,564.42,671.62,193.56,21.16,41.31,54.29,40.87,5442.37,253.22,1.978,151.66,300,0,0.0,12406.7,0.6032,253.2,999,True,3593,31.5,36196,1.52,0.0337,0.0028,0.018,24.9,0.5982,0.0891,0.4492,29.42,{}
