name,setup,ok,hung,hung_phase,kv_transfer_ok,skew,arm,budget_gib,util,gpu_kv_gib,gpu_kv_tokens,prefill_kv_gib,gpu_kv_frac_of_ws,sessions_resident,ttft_p50_ms,ttft_p90_ms,ttft_p95_ms,ttft_p99_ms,ttft_mean_ms,itl_p50_ms,e2e_p50_ms,output_tok_per_s,req_per_s,duration_s,n_ok,n_failed,preemptions,prefill_prompt_tok_s,prefill_hit_rate,decode_gen_tok_s,max_inflight,kv_markers
split_lmcache_zipf_b30,split_lmcache,False,False,,False,zipf,disagg,30.0,0.9568,13.77,112816,6.66,0.5737,18.36,588.77,1312.34,1490.11,1766.84,694.86,15.98,3970.88,254.35,1.987,150.97,300,0,0.0,12463.4,0.6032,254.4,28,"{""Failed to allocate memory block"": 5631}"
