name,setup,ok,hung,hung_phase,kv_transfer_ok,skew,arm,budget_gib,util,gpu_kv_gib,gpu_kv_tokens,prefill_kv_gib,gpu_kv_frac_of_ws,sessions_resident,ttft_p50_ms,ttft_p90_ms,ttft_p95_ms,ttft_p99_ms,ttft_mean_ms,itl_p50_ms,e2e_p50_ms,output_tok_per_s,req_per_s,duration_s,n_ok,n_failed,preemptions,prefill_prompt_tok_s,prefill_hit_rate,decode_gen_tok_s,max_inflight,prefill_sm_active_mean,prefill_sm_occupancy_mean,prefill_dram_active_mean,prefill_fb_used_max_gib,decode_sm_active_mean,decode_sm_occupancy_mean,decode_dram_active_mean,decode_fb_used_max_gib,kv_markers
split_lmcache_zipf_b30,split_lmcache,True,False,,True,zipf,disagg,30.0,0.9568,13.77,112816,6.66,0.5737,18.36,581.04,1269.16,1481.69,1733.18,677.09,15.88,3899.39,254.4,1.987,150.95,300,0,0.0,12465.1,0.6032,254.4,28,0.0336,0.0028,0.018,24.8,0.5137,0.0329,0.4517,31.05,{}
split_lmcache_zipf_b28,split_lmcache,True,False,,True,zipf,disagg,28.0,0.893,11.77,96432,6.66,0.4904,15.69,574.59,1279.97,1472.74,1769.23,677.68,15.89,3934.06,254.38,1.987,150.95,300,0,0.0,12465.1,0.6032,254.4,28,0.0336,0.0028,0.0181,24.8,0.512,0.0328,0.4493,29.06,{}
split_lmcache_zipf_b26,split_lmcache,True,False,,True,zipf,disagg,26.0,0.8293,9.77,80064,6.66,0.4071,13.03,582.79,1286.88,1425.94,1650.97,693.88,15.16,3896.07,254.39,1.988,150.94,300,0,0.0,12465.9,0.6032,254.4,28,0.0338,0.0028,0.0181,24.79,0.5203,0.0331,0.4588,27.05,{}
split_lmcache_zipf_b24,split_lmcache,True,False,,True,zipf,disagg,24.0,0.7655,7.77,63680,6.66,0.3237,10.36,667.5,1431.72,1676.86,2029.42,768.86,15.76,3984.88,254.31,1.987,151.0,300,0,12.0,12460.9,0.6032,254.3,28,0.0335,0.0028,0.018,24.79,0.5208,0.0326,0.4573,25.05,{}
split_lmcache_zipf_b22,split_lmcache,True,False,,True,zipf,disagg,22.0,0.7017,5.77,47296,6.66,0.2404,7.69,1560.62,4331.98,5266.32,5835.65,2011.42,14.39,4465.4,247.89,1.941,154.6,300,0,0.0,12170.8,0.6032,248.4,28,0.0332,0.0027,0.018,24.79,0.5153,0.0307,0.4582,23.06,{}
split_lmcache_zipf_b20,split_lmcache,True,False,,True,zipf,disagg,20.0,0.6379,3.77,30896,6.66,0.1571,5.03,13872.42,33151.19,35849.0,37237.79,16283.56,12.48,16037.33,204.5,1.598,187.78,300,0,0.0,10020.2,0.6032,204.5,28,0.0275,0.0022,0.015,24.79,0.5934,0.0399,0.5361,21.05,{}
