name,setup,ok,hung,hung_phase,kv_transfer_ok,skew,arm,budget_gib,util,gpu_kv_gib,gpu_kv_tokens,prefill_kv_gib,gpu_kv_frac_of_ws,sessions_resident,ttft_p50_ms,ttft_p90_ms,ttft_p95_ms,ttft_p99_ms,ttft_mean_ms,itl_p50_ms,e2e_p50_ms,output_tok_per_s,req_per_s,duration_s,n_ok,n_failed,preemptions,prefill_prompt_tok_s,prefill_hit_rate,decode_gen_tok_s,max_inflight,prefill_sm_active_mean,prefill_sm_occupancy_mean,prefill_dram_active_mean,prefill_fb_used_max_gib,decode_sm_active_mean,decode_sm_occupancy_mean,decode_dram_active_mean,decode_fb_used_max_gib,kv_markers
split_lmcache_zipf_b22_fwd_ng,split_lmcache,True,False,,True,zipf,disagg,22.0,0.7017,5.77,47296,6.66,0.2404,7.69,111.04,493.35,572.77,698.87,189.28,14.4,4345.66,249.82,1.952,153.73,300,0,0.0,12239.6,0.6032,249.8,999,0.0331,0.0028,0.0177,24.79,0.5204,0.0311,0.4615,23.06,{}
