name,setup,ok,hung,hung_phase,kv_transfer_ok,skew,arm,budget_gib,util,gpu_kv_gib,gpu_kv_tokens,prefill_kv_gib,gpu_kv_frac_of_ws,sessions_resident,ttft_p50_ms,ttft_p90_ms,ttft_p95_ms,ttft_p99_ms,ttft_mean_ms,itl_p50_ms,e2e_p50_ms,output_tok_per_s,req_per_s,duration_s,n_ok,n_failed,preemptions,prefill_prompt_tok_s,prefill_hit_rate,decode_gen_tok_s,max_inflight,prefill_sm_active_mean,prefill_sm_occupancy_mean,prefill_dram_active_mean,prefill_fb_used_max_gib,decode_sm_active_mean,decode_sm_occupancy_mean,decode_dram_active_mean,decode_fb_used_max_gib,kv_markers
split_lmcache_zipf_b30_fwd_ng,split_lmcache,True,False,,True,zipf,disagg,30.0,0.9568,13.77,112816,6.66,0.5737,18.36,79.77,470.56,510.36,722.79,181.67,15.32,3729.5,254.44,1.988,150.93,300,0,0.0,12466.7,0.6032,254.4,999,0.0338,0.0028,0.0182,24.79,0.5291,0.0344,0.4663,31.05,{}
split_lmcache_zipf_b26_fwd_ng,split_lmcache,True,False,,True,zipf,disagg,26.0,0.8293,9.77,80064,6.66,0.4071,13.03,92.67,498.28,543.74,773.3,192.14,15.11,3794.61,254.41,1.987,150.95,300,0,0.0,12465.1,0.6032,254.4,999,0.0335,0.0028,0.018,24.79,0.5231,0.0333,0.4608,27.05,{}
split_lmcache_zipf_b24_fwd_ng,split_lmcache,True,False,,True,zipf,disagg,24.0,0.7655,7.77,63680,6.66,0.3237,10.36,91.13,479.8,547.63,728.68,187.47,15.73,4126.89,254.25,1.987,151.02,300,0,11.0,12459.3,0.6032,254.3,999,0.0341,0.0029,0.0181,24.79,0.5109,0.0318,0.447,25.05,{}
