name,setup,ok,hung,hung_phase,kv_transfer_ok,skew,arm,budget_gib,util,gpu_kv_gib,gpu_kv_tokens,prefill_kv_gib,gpu_kv_frac_of_ws,sessions_resident,ttft_p50_ms,ttft_p90_ms,ttft_p95_ms,ttft_p99_ms,ttft_mean_ms,itl_p50_ms,e2e_p50_ms,output_tok_per_s,req_per_s,duration_s,n_ok,n_failed,preemptions,prefill_prompt_tok_s,prefill_hit_rate,decode_gen_tok_s,max_inflight,ft,ft_steps_measure,ft_step_ms_p50,ft_tok_per_s,ft_peak_gib,prefill_sm_active_mean,prefill_sm_occupancy_mean,prefill_dram_active_mean,prefill_fb_used_max_gib,decode_sm_active_mean,decode_sm_occupancy_mean,decode_dram_active_mean,decode_fb_used_max_gib,kv_markers
coloc_lmcache_zipf_b25_ftd25,coloc_lmcache_ft,True,False,,True,zipf,disagg,25.0,0.7974,8.77,71872,6.66,0.3654,11.69,126.47,524.73,597.08,791.81,205.22,16.45,5620.57,250.21,1.955,153.49,300,0,0.0,12258.8,0.6032,250.2,999,True,672,56.2,19278,4.01,0.0331,0.0028,0.0177,24.79,0.513,0.0504,0.4017,30.97,{}
