name,setup,ok,hung,hung_phase,kv_transfer_ok,skew,arm,budget_gib,util,gpu_kv_gib,gpu_kv_tokens,prefill_kv_gib,gpu_kv_frac_of_ws,sessions_resident,ttft_p50_ms,ttft_p90_ms,ttft_p95_ms,ttft_p99_ms,ttft_mean_ms,itl_p50_ms,tpot_p50_ms,tpot_p95_ms,tpot_mean_ms,e2e_p50_ms,output_tok_per_s,req_per_s,duration_s,n_ok,n_failed,preemptions,prefill_prompt_tok_s,prefill_hit_rate,decode_gen_tok_s,max_inflight,ft,ft_steps_measure,ft_step_ms_p50,ft_tok_per_s,ft_peak_gib,prefill_sm_active_mean,prefill_sm_occupancy_mean,prefill_dram_active_mean,prefill_fb_used_max_gib,decode_sm_active_mean,decode_sm_occupancy_mean,decode_dram_active_mean,decode_fb_used_max_gib,kv_markers
coloc_lmcache_zipf_b26_g2gate,coloc_lmcache_ft,True,False,,True,zipf,disagg,26.0,0.8293,9.77,80064,6.66,0.4071,13.03,90.67,482.14,547.56,717.66,187.78,21.54,42.46,57.81,42.59,5590.86,252.92,1.976,151.84,300,0,0.0,12392.0,0.6032,252.9,999,True,3847,30.5,40069,1.52,0.0335,0.0028,0.018,24.9,0.6045,0.0929,0.448,29.41,{}
