name,setup,ok,hung,hung_phase,kv_transfer_ok,skew,arm,budget_gib,util,gpu_kv_gib,gpu_kv_tokens,prefill_kv_gib,gpu_kv_frac_of_ws,sessions_resident,ttft_p50_ms,ttft_p90_ms,ttft_p95_ms,ttft_p99_ms,ttft_mean_ms,itl_p50_ms,e2e_p50_ms,output_tok_per_s,req_per_s,duration_s,n_ok,n_failed,preemptions,prefill_prompt_tok_s,prefill_hit_rate,decode_gen_tok_s,max_inflight,prefill_sm_active_mean,prefill_sm_occupancy_mean,prefill_dram_active_mean,prefill_fb_used_max_gib,decode_sm_active_mean,decode_sm_occupancy_mean,decode_dram_active_mean,decode_fb_used_max_gib,kv_markers
split_lmcache_zipf_b22_fwd_ng,split_lmcache,True,False,,True,zipf,disagg,22.0,0.7017,5.77,47296,6.66,0.2404,7.69,111.87,527.79,597.19,787.86,198.76,14.39,4171.61,249.8,1.955,153.42,300,0,0.0,12264.4,0.6032,250.3,999,0.0329,0.0027,0.0176,24.79,0.5259,0.0314,0.4675,23.06,{}
split_lmcache_zipf_b20_fwd_ng,split_lmcache,True,False,,True,zipf,disagg,20.0,0.6379,3.77,30896,6.66,0.1571,5.03,83.63,476.58,549.33,692.2,185.25,12.45,14846.89,207.72,1.625,184.63,300,0,0.0,10191.2,0.6032,208.0,999,0.0275,0.0023,0.0148,24.79,0.606,0.0407,0.5482,21.05,{}
split_lmcache_zipf_b18_fwd_ng,split_lmcache,True,False,,True,zipf,disagg,18.0,0.5741,1.77,14512,6.66,0.0737,2.36,85.48,468.6,545.37,760.91,185.71,11.73,64526.83,134.74,1.053,284.87,300,0,0.0,6605.1,0.6032,134.8,999,0.0179,0.0015,0.0096,24.79,0.695,0.0468,0.6327,19.06,{}
