name,ok,hung,hung_phase,skew,arm,budget_gib,util,gpu_kv_gib,gpu_kv_tokens,gpu_kv_frac_of_ws,sessions_resident,ttft_p50_ms,ttft_p90_ms,ttft_p95_ms,ttft_p99_ms,ttft_mean_ms,itl_p50_ms,e2e_p50_ms,output_tok_per_s,req_per_s,duration_s,n_ok,n_failed,gpu_hit_rate,dram_hit_rate,prefix_queries,prefix_hits,external_queries,external_hits,preemptions,kv_load_gib,kv_load_gib_derived,kv_load_gbps_derived,kv_store_gib,kv_load_s,kv_store_s,kv_load_gbps,kv_store_gbps,gpu_mem_used_gib
uniform_b30_offload,True,False,,uniform,offload,30.0,0.9568,13.768,112784,0.5737,18.36,72.97,187.22,594.27,900.76,139.18,13.77,1911.04,254.59,1.989,150.81,300,0,0.5564,0.3775,1881600.0,1046928.0,1881600.0,710256.0,0.0,0.0,86.701,0.617,0.0,0,0,,,31.213
uniform_b28_offload,True,False,,uniform,offload,28.0,0.893,11.768,96400,0.4903,15.69,123.88,218.48,599.77,905.21,149.41,13.91,1938.21,254.62,1.989,150.82,300,0,0.4679,0.466,1881600.0,880320.0,1881600.0,876864.0,0.0,0.0,107.039,0.762,0.0,0,0,,,29.219
uniform_b26_offload,True,False,,uniform,offload,26.0,0.8293,9.77,80032,0.4071,13.03,126.25,222.47,598.08,912.82,157.1,13.94,1955.96,254.59,1.989,150.81,300,0,0.3939,0.54,1881600.0,741136.0,1881600.0,1016048.0,0.0,0.0,124.029,0.883,0.0,0,0,,,27.221
uniform_b24_offload,True,False,,uniform,offload,24.0,0.7655,7.77,63648,0.3237,10.36,130.99,248.18,606.37,906.95,167.31,14.0,1999.79,254.62,1.989,150.81,300,0,0.3129,0.621,1881600.0,588704.0,1881600.0,1168480.0,0.0,0.0,142.637,1.016,0.0,0,0,,,25.221
uniform_b22_offload,True,False,,uniform,offload,22.0,0.7017,5.77,47264,0.2404,7.69,134.81,578.07,891.99,1303.08,228.11,13.99,2046.14,254.55,1.989,150.82,300,0,0.0807,0.6948,5651072.0,455760.0,1881600.0,1307344.0,3.0,0.0,159.588,1.136,0.0,0,0,,,23.215
uniform_b20_offload,True,False,,uniform,offload,20.0,0.6379,3.77,30880,0.1571,5.03,1205.42,3880.92,4720.19,5552.62,1680.74,12.56,3082.09,248.44,1.941,154.57,300,0,0.0602,0.7757,42210560.0,2539024.0,1881600.0,1459520.0,9.0,0.0,178.164,1.238,0.0,0,0,,,21.215
uniform_b19_offload,False,True,measure,uniform,offload,19.0,0.606,2.768,22672,0.1153,3.69,4952.16,10604.33,10923.13,11769.75,5175.01,12.15,6494.83,43.65,0.341,390.01,133,167,0.0601,0.8042,30519552.0,1833792.0,840448.0,675888.0,5.0,0.0,82.506,0.227,0.0,0,0,,,0.16
uniform_b18_offload,False,True,measure,uniform,offload,18.0,0.5741,1.768,14480,0.0737,2.36,9675.34,22108.83,23527.87,25907.83,11749.77,11.76,11223.15,29.53,0.231,390.01,90,210,0.0124,0.8738,38936576.0,482576.0,570752.0,498704.0,0.0,0.0,60.877,0.168,0.0,0,0,,,0.16
