ts,step,dt_ms,tok_per_s,loss,peak_gib
1787726018.953,1,178.4,5739,12.2785,1.50
1787726018.983,2,28.6,35778,12.3788,1.52
1787726019.011,3,28.3,36129,12.1585,1.52
1787726019.039,4,28.3,36127,12.2027,1.52
1787726019.068,5,28.3,36140,12.0593,1.52
1787726019.096,6,28.3,36121,12.1353,1.52
1787726019.125,7,28.4,36116,11.9666,1.52
1787726019.153,8,28.3,36158,12.0349,1.52
1787726019.182,9,28.3,36145,11.9378,1.52
1787726019.210,10,28.4,36109,11.7976,1.52
1787726019.239,11,28.3,36154,11.7910,1.52
1787726019.267,12,28.3,36146,11.7119,1.52
1787726019.296,13,28.3,36126,11.7143,1.52
1787726019.324,14,28.3,36132,11.6857,1.52
1787726019.352,15,28.4,36118,11.5918,1.52
1787726019.381,16,28.3,36133,11.5326,1.52
1787726019.409,17,28.3,36150,11.6147,1.52
1787726019.438,18,28.3,36138,11.5095,1.52
1787726019.466,19,28.4,36116,11.5326,1.52
1787726019.495,20,28.3,36133,11.4548,1.52
1787726019.523,21,28.3,36127,11.4180,1.52
1787726019.552,22,28.4,36119,11.4321,1.52
1787726019.580,23,28.3,36129,11.3745,1.52
1787726019.609,24,28.4,36119,11.3644,1.52
1787726019.637,25,28.3,36127,11.3576,1.52
1787726019.665,26,28.3,36126,11.2406,1.52
1787726019.694,27,28.4,36114,11.3058,1.52
1787726019.722,28,28.4,36102,11.2994,1.52
1787726019.751,29,28.3,36152,11.2362,1.52
1787726019.779,30,28.3,36126,11.2376,1.52
1787726019.808,31,28.4,36119,11.1940,1.52
1787726019.836,32,28.3,36123,11.1663,1.52
1787726019.865,33,28.3,36130,11.1504,1.52
1787726019.893,34,28.3,36140,11.1899,1.52
1787726019.922,35,28.4,36084,11.1386,1.52
1787726019.950,36,28.3,36132,11.0999,1.52
1787726019.979,37,28.3,36154,11.1447,1.52
1787726020.007,38,28.3,36142,11.1392,1.52
1787726020.035,39,28.4,36106,11.1009,1.52
1787726020.064,40,28.3,36129,11.1123,1.52
1787726020.092,41,28.4,36118,11.1450,1.52
1787726020.121,42,28.4,36107,11.0965,1.52
1787726020.149,43,28.3,36143,11.1014,1.52
1787726020.178,44,28.4,36111,11.1134,1.52
1787726020.206,45,28.3,36121,11.1444,1.52
1787726020.235,46,28.3,36127,11.1032,1.52
1787726020.263,47,28.3,36124,11.0510,1.52
1787726020.292,48,28.3,36175,11.0700,1.52
1787726020.320,49,28.4,36113,11.0545,1.52
1787726020.348,50,28.4,36100,11.0556,1.52
1787726020.377,51,28.3,36126,11.0973,1.52
1787726020.405,52,28.4,36112,11.0633,1.52
1787726020.434,53,28.3,36130,11.0551,1.52
1787726020.462,54,28.3,36126,11.0522,1.52
1787726020.491,55,28.4,36105,11.0484,1.52
1787726020.519,56,28.3,36146,11.0678,1.52
1787726020.548,57,28.3,36148,11.0311,1.52
1787726020.576,58,28.3,36145,11.0938,1.52
1787726020.605,59,28.3,36120,11.0220,1.52
1787726020.633,60,28.3,36131,11.0177,1.52
