ts,step,dt_ms,tok_per_s,loss,peak_gib,gated_ms
1787731022.964,399,15.4,66507,11.0162,1.52,0.0
1787731022.979,400,15.2,67499,10.9619,1.52,0.0
1787731022.994,401,15.0,68065,10.9576,1.52,0.0
1787731023.010,402,15.4,66685,10.9710,1.52,0.0
1787731023.025,403,15.2,67501,10.9975,1.52,0.0
1787731023.040,404,15.1,68026,10.9791,1.52,0.0
1787731023.056,405,15.4,66564,10.9638,1.52,0.0
1787731023.071,406,15.2,67257,10.9527,1.52,0.0
1787731023.086,407,15.4,66543,10.9880,1.52,0.0
1787731023.102,408,15.3,67105,10.9771,1.52,0.0
1787731023.117,409,15.1,68018,10.9760,1.52,0.0
1787731023.132,410,15.4,66695,10.9968,1.52,0.0
1787731023.148,411,15.2,67379,10.9567,1.52,0.0
1787731023.163,412,15.1,67899,10.9522,1.52,0.0
1787731023.179,413,15.4,66545,10.9782,1.52,0.0
1787731023.194,414,15.2,67493,10.9687,1.52,0.0
1787731023.209,415,15.1,67779,11.0059,1.52,0.0
1787731023.225,416,15.4,66638,11.0064,1.52,0.0
1787731023.240,417,15.2,67499,10.9703,1.52,0.0
1787731023.255,418,15.0,68065,11.0062,1.52,0.0
1787731023.271,419,15.4,66430,10.9537,1.52,0.0
1787731023.286,420,15.2,67500,10.9816,1.52,0.0
1787731023.301,421,15.4,66541,10.9803,1.52,0.0
1787731023.896,422,594.7,1722,10.9580,1.52,0.0
1787731024.513,423,616.1,1662,10.9456,1.52,0.0
1787731024.568,424,55.3,18528,10.9735,1.52,0.0
1787731024.598,425,29.4,34817,10.9847,1.52,0.0
1787731024.613,426,14.9,68606,10.9743,1.52,0.0
1787731024.628,427,14.9,68728,10.9714,1.52,0.0
1787731024.643,428,14.9,68736,11.0001,1.52,0.0
1787731024.658,429,14.9,68780,10.9635,1.52,0.0
1787731024.673,430,14.9,68819,10.9554,1.52,0.0
1787731024.688,431,15.0,68147,10.9510,1.52,0.0
1787731024.703,432,14.9,68652,10.9819,1.52,0.0
1787731024.718,433,14.9,68784,10.9669,1.52,0.0
1787731024.733,434,14.9,68782,10.9961,1.52,0.0
1787731024.748,435,14.9,68847,10.9816,1.52,0.0
1787731024.763,436,14.9,68716,11.0002,1.52,0.0
1787731024.778,437,14.9,68767,10.9453,1.52,0.0
1787731024.793,438,14.9,68618,11.0089,1.52,0.0
1787731024.808,439,14.9,68687,10.9584,1.52,0.0
1787731024.823,440,14.9,68728,10.9872,1.52,0.0
1787731024.838,441,14.9,68736,10.9770,1.52,0.0
1787731024.853,442,14.9,68791,10.9713,1.52,0.0
1787731024.868,443,14.9,68724,10.9821,1.52,0.0
1787731024.883,444,14.9,68864,10.9809,1.52,0.0
1787731024.898,445,14.9,68813,10.9722,1.52,0.0
1787731024.913,446,14.9,68781,10.9455,1.52,0.0
1787731024.928,447,14.9,68876,10.9644,1.52,0.0
1787731024.943,448,14.9,68745,10.9785,1.52,0.0
1787731024.958,449,14.9,68792,10.9603,1.52,0.0
1787731024.973,450,14.9,68537,10.9971,1.52,0.0
1787731024.988,451,14.9,68885,10.9589,1.52,0.0
1787731025.003,452,14.9,68838,10.9645,1.52,0.0
1787731025.018,453,14.9,68776,10.9710,1.52,0.0
1787731025.033,454,14.9,68794,10.9517,1.52,0.0
1787731025.048,455,14.9,68733,10.9625,1.52,0.0
1787731025.063,456,14.9,68808,10.9706,1.52,0.0
1787731025.078,457,14.9,68772,10.9690,1.52,0.0
1787731025.093,458,14.9,68681,10.9815,1.52,0.0
1787731025.108,459,14.9,68918,10.9654,1.52,0.0
1787731025.123,460,14.9,68723,10.9578,1.52,0.0
1787731025.138,461,14.9,68727,10.9496,1.52,0.0
1787731025.153,462,14.9,68880,10.9519,1.52,0.0
1787731025.168,463,14.9,68710,10.9611,1.52,0.0
1787731025.183,464,14.9,68848,10.9983,1.52,0.0
1787731025.198,465,14.9,68836,10.9763,1.52,0.0
1787731025.213,466,14.9,68618,10.9725,1.52,0.0
1787731025.228,467,14.9,68648,10.9857,1.52,0.0
1787731025.243,468,14.9,68806,10.9444,1.52,0.0
1787731025.258,469,15.0,68445,11.0154,1.52,0.0
1787731025.273,470,14.9,68759,10.9938,1.52,0.0
1787731025.288,471,14.9,68746,10.9537,1.52,0.0
1787731025.303,472,14.9,68747,10.9570,1.52,0.0
1787731025.318,473,14.9,68636,10.9475,1.52,0.0
1787731025.333,474,14.9,68766,10.9460,1.52,0.0
1787731025.348,475,14.9,68685,10.9925,1.52,0.0
