ts,step,dt_ms,tok_per_s,loss,peak_gib
1787726412.114,333,55.4,18494,11.0132,1.52
1787726412.169,334,55.3,18502,10.9720,1.52
1787726412.225,335,55.3,18505,10.9889,1.52
1787726412.280,336,55.4,18496,10.9786,1.52
1787726412.336,337,55.4,18499,10.9935,1.52
1787726412.391,338,55.4,18493,10.9690,1.52
1787726412.447,339,55.3,18505,11.0118,1.52
1787726412.502,340,55.4,18492,10.9694,1.52
1787726412.558,341,55.4,18500,10.9700,1.52
1787726412.613,342,55.3,18502,10.9639,1.52
1787726412.669,343,55.3,18512,10.9776,1.52
1787726412.724,344,55.4,18474,10.9701,1.52
1787726412.780,345,55.3,18505,10.9782,1.52
1787726412.835,346,55.4,18496,10.9890,1.52
1787726412.890,347,55.3,18509,10.9847,1.52
1787726412.946,348,55.3,18506,10.9851,1.52
1787726413.001,349,55.3,18506,10.9963,1.52
1787726413.057,350,55.3,18511,11.0158,1.52
1787726413.112,351,55.4,18497,10.9911,1.52
1787726413.168,352,55.4,18488,10.9651,1.52
1787726413.223,353,55.3,18507,10.9554,1.52
1787726413.279,354,55.3,18508,10.9516,1.52
1787726413.334,355,55.4,18497,10.9784,1.52
1787726413.390,356,55.3,18514,10.9500,1.52
1787726413.445,357,55.3,18510,10.9768,1.52
1787726413.501,358,55.4,18489,10.9428,1.52
1787726413.556,359,55.3,18503,10.9951,1.52
1787726413.611,360,55.4,18495,10.9725,1.52
1787726413.667,361,55.3,18506,10.9776,1.52
1787726413.723,362,55.4,18475,10.9523,1.52
1787726413.778,363,55.3,18504,10.9957,1.52
1787726413.834,364,55.3,18507,10.9528,1.52
1787726413.889,365,55.4,18499,10.9887,1.52
1787726413.945,366,55.4,18495,10.9931,1.52
1787726414.000,367,55.3,18507,10.9630,1.52
1787726414.055,368,55.3,18508,10.9513,1.52
1787726414.111,369,55.3,18509,10.9882,1.52
1787726414.166,370,55.4,18500,10.9611,1.52
1787726414.222,371,55.3,18503,10.9703,1.52
1787726414.277,372,55.3,18514,10.9752,1.52
1787726414.333,373,55.4,18497,10.9723,1.52
1787726414.388,374,55.4,18500,10.9450,1.52
1787726414.444,375,55.3,18514,10.9828,1.52
1787726414.499,376,55.4,18495,10.9622,1.52
1787726414.554,377,55.3,18508,10.9710,1.52
1787726414.610,378,55.4,18485,10.9936,1.52
1787726414.665,379,55.3,18515,10.9874,1.52
1787726414.721,380,55.4,18480,10.9747,1.52
1787726414.776,381,55.3,18504,10.9981,1.52
1787726414.832,382,55.3,18512,10.9782,1.52
1787726414.887,383,55.3,18519,10.9962,1.52
1787726414.943,384,55.4,18479,10.9740,1.52
1787726414.998,385,55.3,18507,10.9775,1.52
1787726415.054,386,55.3,18501,10.9894,1.52
1787726415.109,387,55.3,18511,10.9732,1.52
1787726415.165,388,55.6,18429,10.9666,1.52
1787726415.220,389,55.3,18511,10.9571,1.52
1787726415.276,390,55.3,18503,10.9588,1.52
1787726415.331,391,55.3,18520,10.9713,1.52
1787726415.387,392,55.4,18500,10.9605,1.52
1787726415.442,393,55.3,18521,10.9762,1.52
1787726415.497,394,55.3,18507,10.9884,1.52
1787726415.553,395,55.3,18507,10.9648,1.52
1787726415.608,396,55.3,18502,10.9993,1.52
1787726415.664,397,55.4,18491,10.9841,1.52
1787726415.719,398,55.3,18504,10.9873,1.52
1787726415.775,399,55.3,18507,10.9891,1.52
1787726415.830,400,55.4,18493,10.9696,1.52
1787726415.886,401,55.3,18504,10.9500,1.52
1787726415.941,402,55.3,18513,10.9912,1.52
1787726415.997,403,55.3,18503,11.0073,1.52
1787726416.052,404,55.3,18506,10.9954,1.52
1787726416.108,405,55.4,18500,10.9775,1.52
1787726416.163,406,55.4,18496,10.9643,1.52
1787726416.219,407,55.3,18512,10.9566,1.52
1787726416.274,408,55.3,18503,10.9678,1.52
1787726416.330,409,55.4,18499,10.9527,1.52
1787726416.385,410,55.3,18502,10.9866,1.52
1787726416.440,411,55.3,18515,10.9582,1.52
1787726416.496,412,55.4,18496,10.9791,1.52
1787726416.551,413,55.3,18502,10.9810,1.52
1787726416.607,414,55.3,18501,10.9986,1.52
1787726416.662,415,55.3,18507,11.0146,1.52
1787726416.718,416,55.4,18477,10.9828,1.52
1787726416.773,417,55.3,18507,10.9876,1.52
1787726416.829,418,55.3,18519,10.9763,1.52
1787726416.884,419,55.4,18500,10.9725,1.52
1787726416.940,420,55.4,18488,10.9490,1.52
1787726416.995,421,55.4,18493,10.9681,1.52
1787726417.051,422,55.3,18502,10.9843,1.52
1787726417.106,423,55.3,18506,10.9642,1.52
1787726417.162,424,55.3,18502,10.9661,1.52
1787726417.217,425,55.4,18489,11.0117,1.52
1787726417.273,426,55.4,18497,10.9978,1.52
1787726417.328,427,55.3,18513,10.9616,1.52
1787726417.383,428,55.3,18508,10.9564,1.52
1787726417.439,429,55.3,18519,10.9837,1.52
1787726417.494,430,55.3,18507,10.9558,1.52
1787726417.550,431,55.3,18510,10.9711,1.52
1787726417.605,432,55.4,18489,10.9643,1.52
1787726417.661,433,55.3,18510,10.9745,1.52
1787726417.716,434,55.4,18479,10.9532,1.52
1787726417.772,435,55.3,18507,10.9843,1.52
1787726417.827,436,55.4,18500,10.9842,1.52
1787726417.883,437,55.3,18511,10.9786,1.52
1787726417.938,438,55.4,18492,10.9947,1.52
1787726417.994,439,55.3,18501,10.9487,1.52
1787726418.049,440,55.3,18506,10.9837,1.52
1787726418.104,441,55.4,18499,10.9963,1.52
1787726418.160,442,55.3,18502,11.0030,1.52
1787726418.215,443,55.3,18514,10.9642,1.52
1787726418.271,444,55.3,18504,10.9755,1.52
1787726418.326,445,55.4,18479,10.9778,1.52
1787726418.382,446,55.3,18501,10.9630,1.52
1787726418.437,447,55.3,18509,10.9434,1.52
1787726418.493,448,55.3,18511,10.9846,1.52
1787726418.548,449,55.3,18517,10.9502,1.52
1787726418.604,450,55.4,18490,10.9773,1.52
1787726418.686,451,82.5,12419,10.9918,1.52
1787726418.812,452,125.3,8171,10.9679,1.52
1787726418.930,453,118.1,8671,10.9518,1.52
1787726419.046,454,115.0,8902,10.9629,1.52
1787726419.205,455,158.5,6459,10.9772,1.52
1787726419.287,456,82.2,12461,10.9644,1.52
1787726419.367,457,80.0,12804,10.9835,1.52
1787726419.424,458,56.0,18272,10.9820,1.52
1787726419.480,459,55.9,18315,10.9566,1.52
1787726419.536,460,55.8,18335,10.9690,1.52
1787726419.592,461,55.9,18329,10.9992,1.52
1787726419.648,462,55.8,18338,10.9503,1.52
1787726419.704,463,55.9,18317,10.9668,1.52
1787726419.760,464,55.8,18341,10.9788,1.52
1787726419.816,465,55.8,18348,10.9842,1.52
1787726419.872,466,55.9,18334,10.9913,1.52
1787726419.928,467,55.9,18333,10.9566,1.52
1787726419.983,468,55.8,18354,10.9486,1.52
1787726420.039,469,55.9,18323,10.9815,1.52
1787726420.095,470,55.9,18330,10.9873,1.52
1787726420.151,471,55.8,18339,10.9668,1.52
1787726420.207,472,55.8,18340,10.9712,1.52
