ts,step,dt_ms,tok_per_s,loss,peak_gib,gated_ms
1787731329.925,237,17.9,57242,10.9872,1.52,0.0
1787731329.943,238,17.8,57519,11.0103,1.52,0.0
1787731329.961,239,18.0,56947,10.9739,1.52,0.0
1787731329.979,240,17.7,57697,10.9977,1.52,0.0
1787731329.998,241,18.1,56659,10.9908,1.52,0.0
1787731330.015,242,17.7,57835,10.9718,1.52,0.0
1787731330.034,243,18.0,56989,10.9861,1.52,0.0
1787731330.051,244,17.7,57806,10.9655,1.52,0.0
1787731330.069,245,18.0,57046,10.9803,1.52,0.0
1787731330.087,246,17.7,57699,10.9886,1.52,0.0
1787731330.105,247,18.0,56981,10.9850,1.52,0.0
1787731330.123,248,17.8,57576,11.0021,1.52,0.0
1787731330.142,249,18.0,56765,11.0002,1.52,0.0
1787731330.159,250,17.7,57783,10.9980,1.52,0.0
1787731330.177,251,18.0,57014,10.9674,1.52,0.0
1787731330.195,252,17.7,57733,10.9999,1.52,0.0
1787731330.213,253,17.9,57121,10.9970,1.52,0.0
1787731330.231,254,17.8,57625,10.9847,1.52,0.0
1787731330.250,255,18.3,56020,10.9891,1.52,0.0
1787731330.268,256,17.7,57693,10.9762,1.52,0.0
1787731330.286,257,17.9,57192,10.9669,1.52,0.0
1787731330.304,258,17.8,57601,11.0190,1.52,0.0
1787731330.322,259,17.9,57169,10.9938,1.52,0.0
1787731330.339,260,17.5,58617,11.0001,1.52,0.0
1787731330.357,261,18.1,56688,11.0053,1.52,0.0
1787731330.375,262,17.8,57520,10.9976,1.52,0.0
1787731330.393,263,18.0,56919,11.0088,1.52,0.0
1787731330.411,264,17.8,57629,11.0004,1.52,0.0
1787731330.430,265,18.0,56966,10.9584,1.52,0.0
1787731330.447,266,17.8,57634,10.9798,1.52,0.0
1787731330.466,267,18.0,56987,11.0092,1.52,0.0
1787731330.484,268,18.1,56669,10.9848,1.52,0.0
1787731330.502,269,17.9,57355,10.9548,1.52,0.0
1787731330.520,270,17.8,57470,10.9870,1.52,0.0
1787731330.538,271,17.9,57057,10.9844,1.52,0.0
1787731330.556,272,17.8,57675,10.9905,1.52,0.0
1787731330.574,273,17.9,57169,10.9884,1.52,0.0
1787731330.591,274,17.7,57874,10.9996,1.52,0.0
1787731330.610,275,18.0,56955,10.9813,1.52,0.0
1787731330.627,276,17.7,57703,10.9901,1.52,0.0
1787731330.646,277,18.0,56992,10.9728,1.52,0.0
1787731330.663,278,17.8,57675,10.9748,1.52,0.0
