ts,step,dt_ms,tok_per_s,loss,peak_gib,gated_ms
1787728974.306,374,13.8,73995,10.9538,1.52,0.0
1787728974.320,375,13.9,73875,10.9571,1.52,0.0
1787728974.334,376,13.9,73849,10.9547,1.52,0.0
1787728974.348,377,13.9,73878,10.9690,1.52,0.0
1787728974.362,378,13.9,73873,10.9505,1.52,0.0
1787728974.376,379,13.9,73911,11.0031,1.52,0.0
1787728974.390,380,13.9,73859,10.9679,1.52,0.0
1787728974.404,381,13.9,73666,10.9718,1.52,0.0
1787728974.418,382,13.9,73851,10.9792,1.52,0.0
1787728974.432,383,13.8,73935,10.9917,1.52,0.0
1787728974.446,384,13.9,73845,10.9599,1.52,0.0
1787728974.460,385,13.9,73845,10.9689,1.52,0.0
1787728974.474,386,13.9,73874,10.9704,1.52,0.0
1787728974.488,387,13.9,73833,10.9947,1.52,0.0
1787728974.502,388,13.8,73947,10.9683,1.52,0.0
1787728974.516,389,13.9,73878,10.9562,1.52,0.0
1787728974.530,390,13.9,73835,10.9407,1.52,0.0
1787728974.544,391,13.9,73922,10.9765,1.52,0.0
1787728974.558,392,13.9,73879,10.9910,1.52,0.0
1787728974.572,393,13.9,73823,10.9678,1.52,0.0
1787728974.585,394,13.8,74031,10.9780,1.52,0.0
1787728974.599,395,13.8,73987,10.9665,1.52,0.0
1787728974.613,396,13.9,73836,11.0341,1.52,0.0
1787728974.627,397,13.9,73887,10.9567,1.52,0.0
1787728974.641,398,13.9,73926,10.9978,1.52,0.0
1787728974.655,399,13.8,73945,11.0199,1.52,0.0
1787728974.669,400,13.8,73985,10.9817,1.52,0.0
1787728974.683,401,13.9,73845,10.9261,1.52,0.0
1787728974.697,402,13.9,73845,10.9769,1.52,0.0
1787728974.711,403,13.9,73858,11.0059,1.52,0.0
1787728974.725,404,13.9,73896,10.9902,1.52,0.0
1787728974.739,405,13.9,73818,10.9717,1.52,0.0
1787728974.753,406,13.9,73831,10.9668,1.52,0.0
1787728974.767,407,13.9,73892,10.9909,1.52,0.0
1787728974.781,408,13.9,73902,10.9774,1.52,0.0
1787728974.795,409,13.9,73785,10.9882,1.52,0.0
1787728974.809,410,13.9,73914,10.9862,1.52,0.0
1787728974.823,411,13.9,73827,10.9649,1.52,0.0
1787728974.837,412,13.9,73849,10.9529,1.52,0.0
1787728974.851,413,13.9,73800,10.9738,1.52,0.0
1787728974.865,414,13.9,73882,10.9866,1.52,0.0
1787728974.879,415,13.9,73882,11.0024,1.52,0.0
1787728974.893,416,13.9,73837,10.9711,1.52,0.0
1787728974.907,417,13.9,73863,10.9638,1.52,0.0
1787728974.921,418,13.8,73947,11.0079,1.52,0.0
1787728974.935,419,14.5,70468,10.9559,1.52,0.0
1787728974.949,420,13.9,73774,10.9578,1.52,0.0
1787728974.963,421,13.9,73560,10.9918,1.52,0.0
1787728974.977,422,13.8,74066,10.9545,1.52,0.0
1787728974.991,423,13.9,73764,10.9604,1.52,0.0
1787728975.005,424,13.9,73809,10.9712,1.52,0.0
1787728975.019,425,13.9,73911,10.9846,1.52,0.0
1787728975.033,426,13.9,73846,10.9846,1.52,0.0
1787728975.047,427,13.9,73807,10.9648,1.52,0.0
1787728975.061,428,13.9,73814,10.9982,1.52,0.0
1787728975.075,429,13.9,73765,10.9688,1.52,0.0
1787728975.089,430,13.9,73911,10.9591,1.52,0.0
1787728975.103,431,13.9,73896,10.9603,1.52,0.0
1787728975.117,432,14.0,73138,10.9747,1.52,0.0
1787728975.131,433,14.2,72033,10.9708,1.52,0.0
1787728975.145,434,13.9,73901,10.9858,1.52,0.0
1787728975.159,435,13.9,73846,10.9747,1.52,0.0
1787728975.173,436,13.9,73826,10.9901,1.52,0.0
1787728975.187,437,13.9,73446,10.9526,1.52,0.0
1787728975.201,438,13.9,73879,10.9977,1.52,0.0
1787728975.215,439,13.9,73830,10.9787,1.52,0.0
1787728975.229,440,13.9,73741,10.9802,1.52,0.0
1787728975.243,441,13.8,73935,10.9760,1.52,0.0
1787728975.257,442,13.8,74019,10.9873,1.52,0.0
1787728975.271,443,13.9,73858,10.9812,1.52,0.0
1787728975.285,444,13.9,73806,10.9882,1.52,0.0
1787728975.299,445,13.9,73891,10.9873,1.52,0.0
1787728975.313,446,13.9,73873,10.9633,1.52,0.0
1787728975.327,447,13.8,73961,10.9544,1.52,0.0
1787728975.341,448,13.8,74017,10.9903,1.52,0.0
1787728976.530,449,1188.9,861,10.9739,1.52,1166.4
1787728976.571,450,40.2,25455,10.9981,1.52,0.8
1787728976.622,451,51.2,20006,10.9856,1.52,1.0
1787728976.641,452,18.3,56080,10.9652,1.52,0.0
1787728976.656,453,14.8,69143,10.9663,1.52,0.0
1787728976.670,454,14.5,70560,10.9811,1.52,0.0
1787728976.685,455,14.5,70637,10.9581,1.52,0.0
1787728976.699,456,14.5,70521,10.9816,1.52,0.0
1787728976.714,457,14.5,70622,10.9731,1.52,0.0
1787728976.729,458,14.5,70497,10.9756,1.52,0.0
1787728976.743,459,14.5,70725,10.9838,1.52,0.0
1787728976.758,460,14.5,70598,10.9591,1.52,0.0
1787728976.773,461,14.5,70583,10.9654,1.52,0.0
1787728976.787,462,14.5,70655,10.9522,1.52,0.0
1787728976.802,463,14.5,70576,10.9732,1.52,0.0
1787728976.816,464,14.5,70612,11.0038,1.52,0.0
1787728976.831,465,14.5,70538,10.9867,1.52,0.0
1787728976.846,466,14.5,70442,10.9589,1.52,0.0
1787728976.860,467,14.5,70546,10.9657,1.52,0.0
1787728976.875,468,14.5,70604,10.9528,1.52,0.0
1787728976.889,469,14.5,70661,11.0195,1.52,0.0
1787728976.904,470,14.5,70647,11.0072,1.52,0.0
1787728976.919,471,14.5,70605,10.9521,1.52,0.0
1787728976.933,472,14.5,70704,10.9584,1.52,0.0
1787728976.948,473,14.5,70489,10.9503,1.52,0.0
1787728976.962,474,14.5,70527,10.9434,1.52,0.0
