ts,step,dt_ms,tok_per_s,loss,peak_gib
1787726942.249,1,203.4,5036,12.2742,1.50
1787726942.309,2,59.4,17225,12.3155,1.52
1787726942.372,3,62.8,16306,12.1459,1.52
1787726942.414,4,41.9,24426,12.1306,1.52
1787726942.435,5,20.0,51181,12.0367,1.52
1787726942.458,6,22.8,44853,12.1122,1.52
1787726942.526,7,67.6,15155,12.0317,1.52
1787726942.593,8,67.5,15173,11.9970,1.52
1787726942.632,9,38.7,26477,11.8880,1.52
1787726942.652,10,19.8,51757,11.7904,1.52
1787726942.698,11,45.4,22546,11.8511,1.52
1787726942.768,12,69.5,14731,11.7530,1.52
1787726942.832,13,64.4,15910,11.7047,1.52
1787726942.852,14,19.5,52413,11.6995,1.52
1787726942.884,15,31.7,32300,11.6074,1.52
1787726942.936,16,51.2,20010,11.5426,1.52
1787726942.961,17,24.9,41090,11.5843,1.52
1787726942.975,18,14.6,70341,11.5258,1.52
1787726942.990,19,14.5,70567,11.4827,1.52
1787726943.005,20,14.5,70447,11.4553,1.52
1787726943.019,21,14.5,70608,11.4344,1.52
1787726943.034,22,14.5,70383,11.4437,1.52
1787726943.049,23,14.5,70512,11.3724,1.52
1787726943.063,24,14.5,70536,11.3931,1.52
1787726943.078,25,14.5,70548,11.3687,1.52
1787726943.093,26,14.5,70490,11.2771,1.52
1787726943.107,27,14.5,70498,11.2997,1.52
1787726943.122,28,14.5,70577,11.3176,1.52
1787726943.136,29,14.5,70564,11.2406,1.52
1787726943.151,30,14.5,70445,11.2391,1.52
1787726943.166,31,14.5,70653,11.1647,1.52
1787726943.180,32,14.5,70541,11.1556,1.52
1787726943.195,33,14.5,70572,11.1731,1.52
1787726943.210,34,14.5,70523,11.1959,1.52
1787726943.224,35,14.5,70585,11.1570,1.52
1787726943.239,36,14.5,70400,11.1004,1.52
1787726943.253,37,14.5,70512,11.1755,1.52
1787726943.268,38,14.5,70495,11.1573,1.52
1787726943.283,39,14.5,70578,11.1074,1.52
1787726943.297,40,14.5,70567,11.1281,1.52
1787726943.312,41,14.5,70572,11.1437,1.52
1787726943.327,42,14.5,70438,11.1063,1.52
1787726943.341,43,14.5,70453,11.1026,1.52
1787726943.356,44,14.5,70443,11.1276,1.52
1787726943.370,45,14.5,70553,11.1296,1.52
1787726943.385,46,14.5,70438,11.0874,1.52
1787726943.400,47,14.5,70676,11.0559,1.52
1787726943.414,48,14.5,70508,11.0622,1.52
1787726943.429,49,14.5,70626,11.0385,1.52
1787726943.444,50,14.5,70542,11.0570,1.52
1787726943.458,51,14.5,70615,11.1044,1.52
1787726943.473,52,14.5,70560,11.0766,1.52
1787726943.487,53,14.5,70603,11.0614,1.52
1787726943.502,54,14.5,70588,11.0358,1.52
1787726943.517,55,14.5,70472,11.0636,1.52
1787726943.531,56,14.5,70600,11.0520,1.52
1787726943.546,57,14.5,70506,11.0447,1.52
1787726943.561,58,14.5,70486,11.0595,1.52
1787726943.575,59,14.5,70564,11.0250,1.52
1787726943.590,60,14.5,70393,11.0067,1.52
1787726943.605,61,14.6,70364,11.0409,1.52
1787726943.619,62,14.5,70461,11.0094,1.52
1787726943.634,63,14.5,70486,11.0392,1.52
1787726943.648,64,14.5,70422,11.0632,1.52
1787726943.663,65,14.5,70528,11.0013,1.52
